student_id,module_id,past_module_id,grades_past,failed_module_id,grades_failed
S7378,P026_02,P026_01,42,P038_07,33
S7379,P026_03,P049_06,54,,
S7380,P026_04,P049_07,80,,
S7381,P026_05,P040_04,43,,
S7382,P027_01,P026_02,68,,
S7383,P027_02,P017_01,82,,
S7384,P027_03,P044_07,67,,
S7385,P027_04,P010_03,70,,
S7386,P027_05,P036_08,89,,
S7387,P027_06,P034_06,64,,
S7388,P027_07,P015_01,97,,
S7389,P027_08,P033_03,81,,
S7390,P028_01,P047_04,72,,
S7391,P028_02,P003_05,51,,
S7392,P028_03,P028_04,75,,
S7393,P028_04,P013_02,45,,
S7394,P028_05,P033_08,62,,
S7395,P028_06,P031_05,41,P040_02,35
S7396,P028_07,P032_04,50,,
S7397,P029_01,P044_05,81,,
S7398,P029_02,P035_06,49,,
S7399,P029_03,P034_06,68,,
S7400,P029_04,P033_06,85,,
S7401,P029_05,P019_05,91,,
S7402,P029_06,P023_01,62,,
S7403,P029_07,P013_02,66,,
S7404,P029_08,P035_06,48,,
S7405,P030_01,P019_01,95,,
S7406,P030_02,P021_02,72,,
S7407,P030_03,P046_05,43,,
S7408,P030_04,P031_02,50,,
S7409,P030_05,P031_04,78,,
S7410,P031_01,P024_03,53,,
S7411,P031_02,P026_04,83,,
S7412,P031_03,P010_05,69,,
S7413,P031_04,P011_05,55,,
S7414,P031_05,P019_02,49,,
S7415,P031_06,P018_04,72,,
S7416,P032_01,P030_04,59,,
S7417,P032_02,P008_02,58,,
S7418,P032_03,P032_04,94,,
S7419,P032_04,P022_01,46,,
S7420,P032_05,P035_01,52,,
S7421,P032_06,P001_01,64,,
S7422,P032_07,P039_03,82,,
S7423,P033_01,P005_06,76,,
S7424,P033_02,P048_02,41,P041_07,15
S7425,P033_03,P003_01,99,,
S7426,P033_04,P016_06,78,,
S7427,P033_05,P022_07,52,,
S7428,P033_06,P022_02,58,,
S7429,P033_07,P006_02,75,,
S7430,P033_08,P027_04,91,,
S7431,P034_01,P046_02,42,P002_01,33
S7432,P034_02,P041_07,46,,
S7433,P034_03,P038_07,82,,
S7434,P034_04,P015_03,69,,
S7435,P034_05,P030_04,86,,
S7436,P034_06,P018_03,64,,
S7437,P035_01,P003_04,57,,
S7438,P035_02,P002_03,81,,
S7439,P035_03,P016_02,53,,
S7440,P035_04,P003_03,66,,
S7441,P035_05,P011_07,81,,
S7442,P035_06,P020_05,88,,
S7443,P036_01,P025_05,57,,
S7444,P036_02,P015_02,92,,
S7445,P036_03,P002_03,54,,
S7446,P036_04,P017_05,49,,
S7447,P036_05,P037_04,71,,
S7448,P036_06,P011_06,70,,
S7449,P036_07,P010_01,55,,
S7450,P036_08,P021_02,63,,
S7451,P037_01,P027_03,84,,
S7452,P037_02,P035_03,98,,
S7453,P037_03,P042_01,59,,
S7454,P037_04,P004_06,71,,
S7455,P037_05,P009_02,43,P044_08,31
S7456,P038_01,P015_04,61,,
S7457,P038_02,P040_03,40,P004_02,37
S7458,P038_03,P041_04,46,,
S7459,P038_04,P049_07,81,,
S7460,P038_05,P028_01,42,P006_07,25
S7461,P038_06,P020_01,66,,
S7462,P038_07,P045_03,40,P038_05,34
S7463,P038_08,P020_03,92,,
S7464,P039_01,P046_03,73,,
S7465,P039_02,P049_02,44,,
S7466,P039_03,P013_02,63,,
S7467,P039_04,P034_04,88,,
S7468,P039_05,P008_03,46,,
S7469,P039_06,P037_01,43,,
S7470,P040_01,P017_03,70,,
S7471,P040_02,P002_05,51,,
S7472,P040_03,P003_02,83,,
S7473,P040_04,P021_04,61,,
S7474,P040_05,P018_01,63,,
S7475,P040_06,P008_02,90,,
S7476,P041_01,P038_08,78,,
S7477,P041_02,P042_06,65,,
S7478,P041_03,P007_01,47,,
S7479,P041_04,P022_05,66,,
S7480,P041_05,P002_05,57,,
S7481,P041_06,P013_02,54,,
S7482,P041_07,P025_04,65,,
S7483,P041_08,P003_02,82,,
S7484,P042_01,P032_02,95,,
S7485,P042_02,P009_05,65,,
S7486,P042_03,P028_06,76,,
S7487,P042_04,P022_03,94,,
S7488,P042_05,P013_01,98,,
S7489,P042_06,P027_06,66,,
S7490,P043_01,P036_01,76,,
S7491,P043_02,P001_04,99,,
S7492,P043_03,P040_06,92,,
S7493,P043_04,P021_03,91,,
S7494,P043_05,P022_03,42,P042_05,36
S7495,P043_06,P015_06,68,,
S7496,P043_07,P026_03,98,,
S7497,P043_08,P018_06,52,,
S7498,P044_01,P027_01,51,,
S7499,P044_02,P044_05,45,,
S7500,P044_03,P012_06,64,,
S7501,P044_04,P011_05,64,,
S7502,P044_05,P027_04,41,P004_02,10
S7503,P044_06,P001_02,49,,
S7504,P044_07,P041_01,40,P045_02,34
S7505,P044_08,P020_02,83,,
S7506,P045_01,P039_02,41,P037_03,32
S7507,P045_02,P035_01,94,,
S7508,P045_03,P042_02,90,,
S7509,P045_04,P023_03,86,,
S7510,P045_05,P010_04,46,,
S7511,P046_01,P041_08,95,,
S7512,P046_02,P008_06,71,,
S7513,P046_03,P020_04,62,,
S7514,P046_04,P005_04,78,,
S7515,P046_05,P014_03,79,,
S7516,P046_06,P016_03,71,,
S7517,P046_07,P020_03,53,,
S7518,P047_01,P010_05,59,,
S7519,P047_02,P007_05,61,,
S7520,P047_03,P018_02,91,,
S7521,P047_04,P024_02,41,P005_03,37
S7522,P047_05,P029_04,96,,
S7523,P047_06,P026_02,71,,
S7524,P047_07,P013_03,53,,
S7525,P047_08,P029_02,62,,
S7526,P048_01,P023_01,78,,
S7527,P048_02,P028_02,88,,
S7528,P048_03,P019_04,49,,
S7529,P048_04,P046_04,64,,
S7530,P048_05,P013_04,64,,
S7531,P048_06,P008_04,68,,
S7532,P048_07,P043_07,96,,
S7533,P049_01,P008_02,47,,
S7534,P049_02,P016_01,56,,
S7535,P049_03,P026_04,94,,
S7536,P049_04,P010_06,40,P008_02,15
S7537,P049_05,P042_03,70,,
S7538,P050_01,P033_06,40,P005_03,18
S7539,P050_02,P010_07,41,P049_03,27
S7540,P050_03,P007_05,96,,
S7541,P050_04,P036_08,66,,
S7542,P050_05,P007_02,73,,
S7543,P050_06,P018_06,94,,
S7544,P050_07,P041_05,89,,
S7545,P001_01,P023_01,73,,
S7546,P001_02,P009_05,92,,
S7547,P001_03,P021_01,56,,
S7548,P001_04,P011_04,41,P045_04,25
S7549,P001_05,P009_03,47,,
S7550,P002_01,P017_02,73,,
S7551,P002_02,P021_05,95,,
S7552,P002_03,P032_02,86,,
S7553,P002_04,P027_07,94,,
S7554,P002_05,P015_03,58,,
S7555,P003_01,P005_03,63,,
S7556,P003_02,P029_01,44,,
S7557,P003_03,P018_02,98,,
S7558,P003_04,P025_05,45,,
S7559,P003_05,P005_02,75,,
S7560,P004_01,P011_01,84,,
S7561,P004_02,P027_03,70,,
S7562,P004_03,P034_01,77,,
S7563,P004_04,P023_05,68,,
S7564,P004_05,P002_02,72,,
S7565,P004_06,P023_01,65,,
S7566,P004_07,P008_05,62,,
S7567,P005_01,P028_06,52,,
S7568,P005_02,P022_01,76,,
S7569,P005_03,P047_04,42,P048_05,35
S7570,P005_04,P043_06,100,,
S7571,P005_05,P001_03,40,P007_01,37
S7572,P005_06,P029_06,65,,
S7573,P005_07,P012_01,58,,
S7574,P006_01,P016_04,64,,
S7575,P006_02,P021_06,46,,
S7576,P006_03,P030_04,58,,
S7577,P006_04,P007_04,41,P048_05,13
S7578,P006_05,P024_06,72,,
S7579,P006_06,P034_05,54,,
S7580,P006_07,P006_04,63,,
S7581,P006_08,P044_06,77,,
S7582,P007_01,P002_05,83,,
S7583,P007_02,P022_01,52,,
S7584,P007_03,P017_06,77,,
S7585,P007_04,P013_01,86,,
S7586,P007_05,P019_03,100,,
S7587,P008_01,P033_05,63,,
S7588,P008_02,P033_02,72,,
S7589,P008_03,P018_04,66,,
S7590,P008_04,P007_02,68,,
S7591,P008_05,P004_04,60,,
S7592,P008_06,P029_08,50,,
S7593,P009_01,P008_03,44,,
S7594,P009_02,P005_02,91,,
S7595,P009_03,P048_04,72,,
S7596,P009_04,P027_03,46,,
S7597,P009_05,P033_03,82,,
S7598,P009_06,P019_02,94,,
S7599,P009_07,P047_02,83,,
S7600,P010_01,P038_06,84,,
S7601,P010_02,P028_05,56,,
S7602,P010_03,P041_04,99,,
S7603,P010_04,P005_02,83,,
S7604,P010_05,P047_02,82,,
S7605,P010_06,P010_06,90,,
S7606,P010_07,P003_04,97,,
S7607,P010_08,P006_08,41,P006_06,33
S7608,P011_01,P034_04,46,,
S7609,P011_02,P040_04,99,,
S7610,P011_03,P033_08,56,,
S7611,P011_04,P015_02,57,,
S7612,P011_05,P018_04,44,,
S7613,P011_06,P013_05,55,,
S7614,P011_07,P006_07,51,,
S7615,P012_01,P011_03,60,,
S7616,P012_02,P003_05,62,,
S7617,P012_03,P034_03,94,,
S7618,P012_04,P035_02,51,,
S7619,P012_05,P004_03,67,,
S7620,P012_06,P036_02,99,,
S7621,P012_07,P015_06,44,,
S7622,P013_01,P011_04,48,,
S7623,P013_02,P032_01,93,,
S7624,P013_03,P027_07,55,,
S7625,P013_04,P039_01,87,,
S7626,P013_05,P048_06,92,,
S7627,P013_06,P032_01,92,,
S7628,P013_07,P047_08,72,,
S7629,P014_01,P047_03,95,,
S7630,P014_02,P040_03,71,,
S7631,P014_03,P034_03,92,,
S7632,P014_04,P019_03,46,,
S7633,P014_05,P017_01,61,,
S7634,P014_06,P004_03,61,,
S7635,P015_01,P031_03,75,,
S7636,P015_02,P006_05,40,P001_03,36
S7637,P015_03,P031_03,58,,
S7638,P015_04,P044_01,75,,
S7639,P015_05,P003_02,48,,
S7640,P015_06,P021_06,77,,
S7641,P016_01,P029_03,90,,
S7642,P016_02,P028_04,51,,
S7643,P016_03,P018_07,67,,
S7644,P016_04,P024_01,75,,
S7645,P016_05,P006_06,67,,
S7646,P016_06,P046_05,93,,
S7647,P017_01,P020_01,81,,
S7648,P017_02,P041_04,42,P045_02,32
S7649,P017_03,P016_06,57,,
S7650,P017_04,P047_03,55,,
S7651,P017_05,P016_04,60,,
S7652,P017_06,P033_08,96,,
S7653,P018_01,P049_08,84,,
S7654,P018_02,P028_05,56,,
S7655,P018_03,P032_02,71,,
S7656,P018_04,P026_05,45,,
S7657,P018_05,P035_02,90,,
S7658,P018_06,P022_06,96,,
S7659,P018_07,P033_04,43,,
S7660,P018_08,P002_03,63,,
S7661,P019_01,P033_07,78,,
S7662,P019_02,P027_08,52,,
S7663,P019_03,P016_01,47,,
S7664,P019_04,P041_05,78,,
S7665,P019_05,P001_04,49,,
S7666,P020_01,P041_02,84,,
S7667,P020_02,P035_03,90,,
S7668,P020_03,P046_04,41,P045_03,23
S7669,P020_04,P009_06,44,,
S7670,P020_05,P008_02,41,P044_01,28
S7671,P021_01,P006_04,82,,
S7672,P021_02,P012_03,56,,
S7673,P021_03,P015_02,74,,
S7674,P021_04,P010_07,67,,
S7675,P021_05,P018_02,80,,
S7676,P021_06,P024_07,71,,
S7677,P022_01,P026_03,43,,
S7678,P022_02,P036_05,51,,
S7679,P022_03,P013_07,40,P038_01,33
S7680,P022_04,P022_03,55,,
S7681,P022_05,P024_03,70,,
S7682,P022_06,P038_06,52,,
S7683,P022_07,P011_04,44,,
S7684,P022_08,P029_03,61,,
S7685,P023_01,P040_03,49,,
S7686,P023_02,P047_04,60,,
S7687,P023_03,P020_04,74,,
S7688,P023_04,P040_06,66,,
S7689,P023_05,P037_03,73,,
S7690,P023_06,P026_03,47,,
S7691,P024_01,P024_04,45,,
S7692,P024_02,P043_07,41,P048_03,20
S7693,P024_03,P041_02,95,,
S7694,P024_04,P017_03,40,P046_06,15
S7695,P024_05,P047_03,82,,
S7696,P024_06,P026_02,62,,
S7697,P024_07,P039_01,51,,
S7698,P025_01,P036_03,79,,
S7699,P025_02,P003_03,51,,
S7700,P025_03,P016_04,77,,
S7701,P025_04,P017_02,97,,
S7702,P025_05,P020_04,50,,
S7703,P025_06,P037_04,51,,
S7704,P025_07,P012_03,94,,
S7705,P026_01,P028_06,45,,
S7706,P026_02,P047_05,58,,
S7707,P026_03,P026_04,42,P003_01,15
S7708,P026_04,P018_02,46,,
S7709,P026_05,P043_07,66,,
S7710,P027_01,P041_07,55,,
S7711,P027_02,P033_02,57,,
S7712,P027_03,P041_04,68,,
S7713,P027_04,P010_03,58,,
S7714,P027_05,P008_04,97,,
S7715,P027_06,P049_04,100,,
S7716,P027_07,P023_05,63,,
S7717,P027_08,P024_03,83,,
S7718,P028_01,P043_04,45,,
S7719,P028_02,P028_01,87,,
S7720,P028_03,P049_05,60,,
S7721,P028_04,P005_07,99,,
S7722,P028_05,P027_06,62,,
S7723,P028_06,P032_07,46,,
S7724,P028_07,P046_06,56,,
S7725,P029_01,P048_02,45,,
S7726,P029_02,P020_04,80,,
S7727,P029_03,P029_07,76,,
S7728,P029_04,P005_01,41,P049_08,21
S7729,P029_05,P017_06,99,,
S7730,P029_06,P030_04,62,,
S7731,P029_07,P041_07,58,,
S7732,P029_08,P004_07,72,,
S7733,P030_01,P010_01,83,,
S7734,P030_02,P027_05,72,,
S7735,P030_03,P025_04,65,,
S7736,P030_04,P040_03,52,,
S7737,P030_05,P027_05,50,,
S7738,P031_01,P019_05,44,,
S7739,P031_02,P020_02,42,P002_02,32
S7740,P031_03,P043_07,77,,
S7741,P031_04,P048_05,67,,
S7742,P031_05,P029_02,76,,
S7743,P031_06,P041_03,92,,
S7744,P032_01,P042_02,42,P049_03,28
S7745,P032_02,P033_04,57,,
S7746,P032_03,P012_07,90,,
S7747,P032_04,P036_03,87,,
S7748,P032_05,P033_02,67,,
S7749,P032_06,P046_03,57,,
S7750,P032_07,P045_05,56,,
S7751,P033_01,P046_04,56,,
S7752,P033_02,P031_06,40,P037_05,12
S7753,P033_03,P018_02,42,P043_03,27
S7754,P033_04,P047_07,89,,
S7755,P033_05,P007_03,86,,
S7756,P033_06,P044_07,53,,
S7757,P033_07,P004_05,80,,
S7758,P033_08,P001_05,54,,
S7759,P034_01,P041_01,68,,
S7760,P034_02,P027_06,100,,
S7761,P034_03,P008_03,56,,
S7762,P034_04,P009_03,96,,
S7763,P034_05,P028_07,89,,
S7764,P034_06,P023_06,45,,
S7765,P035_01,P018_02,52,,
S7766,P035_02,P004_03,83,,
S7767,P035_03,P006_04,82,,
S7768,P035_04,P020_04,50,,
S7769,P035_05,P033_06,75,,
S7770,P035_06,P024_04,77,,
S7771,P036_01,P030_05,50,,
S7772,P036_02,P027_05,68,,
S7773,P036_03,P040_02,56,,
S7774,P036_04,P015_04,49,,
S7775,P036_05,P009_04,95,,
S7776,P036_06,P040_04,97,,
S7777,P036_07,P004_02,98,,
S7778,P036_08,P014_06,83,,
S7779,P037_01,P006_05,42,P041_08,18
S7780,P037_02,P036_04,100,,
S7781,P037_03,P048_01,74,,
S7782,P037_04,P032_01,96,,
S7783,P037_05,P015_04,55,,
S7784,P038_01,P047_04,58,,
S7785,P038_02,P027_08,97,,
S7786,P038_03,P005_06,44,,
S7787,P038_04,P018_04,55,,
S7788,P038_05,P009_06,100,,
S7789,P038_06,P022_06,76,,
S7790,P038_07,P030_05,68,,
S7791,P038_08,P039_04,53,,
S7792,P039_01,P012_06,68,,
S7793,P039_02,P048_04,59,,
S7794,P039_03,P018_02,92,,
S7795,P039_04,P019_02,65,,
S7796,P039_05,P010_01,45,,
S7797,P039_06,P004_02,93,,
S7798,P040_01,P032_01,52,,
S7799,P040_02,P030_02,67,,
S7800,P040_03,P015_03,82,,
S7801,P040_04,P032_05,96,,
S7802,P040_05,P010_06,57,,
S7803,P040_06,P049_02,97,,
S7804,P041_01,P010_02,88,,
S7805,P041_02,P017_03,89,,
S7806,P041_03,P010_05,45,,
S7807,P041_04,P008_03,87,,
S7808,P041_05,P040_02,55,,
S7809,P041_06,P004_01,93,,
S7810,P041_07,P004_04,96,,
S7811,P041_08,P012_01,96,,
S7812,P042_01,P009_07,52,,
S7813,P042_02,P021_06,88,,
S7814,P042_03,P011_02,61,,
S7815,P042_04,P024_02,78,,
S7816,P042_05,P012_06,80,,
S7817,P042_06,P010_03,100,,
S7818,P043_01,P025_04,49,,
S7819,P043_02,P010_01,87,,
S7820,P043_03,P022_02,85,,
S7821,P043_04,P040_05,66,,
S7822,P043_05,P049_04,63,,
S7823,P043_06,P021_05,70,,
S7824,P043_07,P013_07,92,,
S7825,P043_08,P034_02,47,,
S7826,P044_01,P013_01,87,,
S7827,P044_02,P034_01,89,,
S7828,P044_03,P008_04,41,P043_06,37
S7829,P044_04,P005_03,62,,
S7830,P044_05,P020_04,71,,
S7831,P044_06,P038_01,91,,
S7832,P044_07,P002_04,56,,
S7833,P044_08,P016_04,87,,
S7834,P045_01,P018_01,41,P048_03,16
S7835,P045_02,P020_04,69,,
S7836,P045_03,P042_03,43,,
S7837,P045_04,P037_03,99,,
S7838,P045_05,P008_06,77,,
S7839,P046_01,P006_04,96,,
S7840,P046_02,P029_07,96,,
S7841,P046_03,P039_05,46,,
S7842,P046_04,P037_03,48,,
S7843,P046_05,P020_05,56,,
S7844,P046_06,P047_02,91,,
S7845,P046_07,P005_01,76,,
S7846,P047_01,P048_06,91,,
S7847,P047_02,P048_06,85,,
S7848,P047_03,P006_06,95,,
S7849,P047_04,P018_03,45,,
S7850,P047_05,P049_03,43,,
S7851,P047_06,P016_04,51,,
S7852,P047_07,P040_05,75,,
S7853,P047_08,P041_01,59,,
S7854,P048_01,P033_01,66,,
S7855,P048_02,P018_04,86,,
S7856,P048_03,P049_04,89,,
S7857,P048_04,P006_01,98,,
S7858,P048_05,P010_08,41,P008_06,14
S7859,P048_06,P010_06,48,,
S7860,P048_07,P048_06,99,,
S7861,P049_01,P038_02,85,,
S7862,P049_02,P004_02,63,,
S7863,P049_03,P002_03,79,,
S7864,P049_04,P008_01,97,,
S7865,P049_05,P030_04,61,,
S7866,P050_01,P047_02,50,,
S7867,P050_02,P009_06,63,,
S7868,P050_03,P028_02,46,,
S7869,P050_04,P008_04,65,,
S7870,P050_05,P037_02,41,P047_02,32
S7871,P050_06,P032_02,46,,
S7872,P050_07,P024_01,66,,
S7873,P001_01,P039_06,93,,
S7874,P001_02,P047_04,76,,
S7875,P001_03,P037_02,74,,
S7876,P001_04,P002_02,80,,
S7877,P001_05,P033_05,62,,
S7878,P002_01,P048_01,90,,
S7879,P002_02,P024_01,73,,
S7880,P002_03,P008_06,49,,
S7881,P002_04,P025_01,53,,
S7882,P002_05,P035_06,84,,
S7883,P003_01,P007_04,85,,
S7884,P003_02,P047_05,42,P046_04,21
S7885,P003_03,P042_01,59,,
S7886,P003_04,P013_06,64,,
S7887,P003_05,P029_02,89,,
S7888,P004_01,P008_02,76,,
S7889,P004_02,P024_07,74,,
S7890,P004_03,P042_05,84,,
S7891,P004_04,P043_05,91,,
S7892,P004_05,P020_03,73,,
S7893,P004_06,P031_01,64,,
S7894,P004_07,P006_08,44,,
S7895,P005_01,P028_04,92,,
S7896,P005_02,P010_04,97,,
S7897,P005_03,P042_05,75,,
S7898,P005_04,P011_01,60,,
S7899,P005_05,P028_01,55,,
S7900,P005_06,P021_04,41,P037_04,33
S7901,P005_07,P039_06,84,,
S7902,P006_01,P019_03,83,,
S7903,P006_02,P016_06,63,,
S7904,P006_03,P011_01,68,,
S7905,P006_04,P013_06,95,,
S7906,P006_05,P029_04,40,P039_02,12
S7907,P006_06,P011_07,40,P043_08,12
S7908,P006_07,P002_04,95,,
S7909,P006_08,P029_08,75,,
S7910,P007_01,P014_02,50,,
S7911,P007_02,P014_06,74,,
S7912,P007_03,P036_03,88,,
S7913,P007_04,P020_01,61,,
S7914,P007_05,P032_02,48,,
S7915,P008_01,P028_06,45,,
S7916,P008_02,P001_04,72,,
S7917,P008_03,P028_04,41,P046_07,33
S7918,P008_04,P032_05,41,P003_05,19
S7919,P008_05,P019_01,78,,
S7920,P008_06,P049_08,71,,
S7921,P009_01,P027_04,66,,
S7922,P009_02,P041_05,44,,
S7923,P009_03,P018_06,57,,
S7924,P009_04,P001_01,89,,
S7925,P009_05,P005_06,85,,
S7926,P009_06,P031_04,41,P041_02,24
S7927,P009_07,P027_02,48,,
S7928,P010_01,P032_05,61,,
S7929,P010_02,P009_01,48,,
S7930,P010_03,P036_05,54,,
S7931,P010_04,P039_06,56,,
S7932,P010_05,P013_05,53,,
S7933,P010_06,P025_02,48,,
S7934,P010_07,P020_02,64,,
S7935,P010_08,P006_04,57,,
S7936,P011_01,P009_02,78,,
S7937,P011_02,P032_02,83,,
S7938,P011_03,P043_07,40,P047_02,26
S7939,P011_04,P044_05,94,,
S7940,P011_05,P009_07,67,,
S7941,P011_06,P023_04,42,P008_06,36
S7942,P011_07,P035_02,63,,
S7943,P012_01,P044_08,63,,
S7944,P012_02,P028_03,42,P044_05,29
S7945,P012_03,P009_07,85,,
S7946,P012_04,P044_06,45,,
S7947,P012_05,P005_05,100,,
S7948,P012_06,P023_01,68,,
S7949,P012_07,P024_01,52,,
S7950,P013_01,P049_02,89,,
S7951,P013_02,P010_02,68,,
S7952,P013_03,P033_01,60,,
S7953,P013_04,P047_05,90,,
S7954,P013_05,P028_06,46,,
S7955,P013_06,P010_03,47,,
S7956,P013_07,P011_01,77,,
S7957,P014_01,P029_03,40,P005_06,35
S7958,P014_02,P006_04,53,,
S7959,P014_03,P047_04,88,,
S7960,P014_04,P047_05,68,,
S7961,P014_05,P032_04,55,,
S7962,P014_06,P029_01,68,,
S7963,P015_01,P040_04,50,,
S7964,P015_02,P023_04,45,,
S7965,P015_03,P013_01,83,,
S7966,P015_04,P007_02,58,,
S7967,P015_05,P015_01,81,,
S7968,P015_06,P048_04,92,,
S7969,P016_01,P011_04,62,,
S7970,P016_02,P044_07,95,,
S7971,P016_03,P036_04,42,P037_01,21
S7972,P016_04,P020_05,54,,
S7973,P016_05,P044_08,84,,
S7974,P016_06,P014_03,83,,
S7975,P017_01,P007_02,90,,
S7976,P017_02,P020_02,92,,
S7977,P017_03,P018_04,100,,
S7978,P017_04,P048_04,69,,
S7979,P017_05,P030_03,72,,
S7980,P017_06,P033_03,56,,
S7981,P018_01,P020_05,71,,
S7982,P018_02,P040_03,54,,
S7983,P018_03,P031_02,58,,
S7984,P018_04,P025_02,71,,
S7985,P018_05,P041_06,54,,
S7986,P018_06,P006_06,40,P006_03,34
S7987,P018_07,P048_03,50,,
S7988,P018_08,P004_01,51,,
S7989,P019_01,P049_05,100,,
S7990,P019_02,P029_04,56,,
S7991,P019_03,P044_03,52,,
S7992,P019_04,P008_03,59,,
S7993,P019_05,P010_07,70,,
S7994,P020_01,P019_01,77,,
S7995,P020_02,P036_05,49,,
S7996,P020_03,P044_08,71,,
S7997,P020_04,P036_01,44,,
S7998,P020_05,P034_04,88,,
S7999,P021_01,P020_02,47,,
S8000,P021_02,P045_02,95,,
S8001,P021_03,P047_08,45,,
S8002,P021_04,P025_02,66,,
S8003,P021_05,P044_02,90,,
S8004,P021_06,P003_03,97,,
S8005,P022_01,P038_08,43,,
S8006,P022_02,P011_02,99,,
S8007,P022_03,P038_08,80,,
S8008,P022_04,P028_06,55,,
S8009,P022_05,P036_06,64,,
S8010,P022_06,P032_04,61,,
S8011,P022_07,P002_03,53,,
S8012,P022_08,P003_05,94,,
S8013,P023_01,P008_03,55,,
S8014,P023_02,P023_04,52,,
S8015,P023_03,P044_03,45,,
S8016,P023_04,P035_01,40,P046_07,18
S8017,P023_05,P033_01,97,,
S8018,P023_06,P009_02,40,P047_07,28
S8019,P024_01,P039_02,72,,
S8020,P024_02,P025_01,57,,
S8021,P024_03,P028_03,48,,
S8022,P024_04,P007_03,67,,
S8023,P024_05,P004_07,88,,
S8024,P024_06,P025_02,40,P040_03,21
S8025,P024_07,P010_04,42,P038_07,37
S8026,P025_01,P012_02,66,,
S8027,P025_02,P019_05,82,,
S8028,P025_03,P037_05,89,,
S8029,P025_04,P014_02,74,,
S8030,P025_05,P049_06,54,,
S8031,P025_06,P036_05,56,,
S8032,P025_07,P039_03,83,,
S8033,P026_01,P008_03,89,,
S8034,P026_02,P035_03,85,,
S8035,P026_03,P006_03,45,,
S8036,P026_04,P049_07,61,,
S8037,P026_05,P046_01,100,,
S8038,P027_01,P042_03,69,,
S8039,P027_02,P017_01,75,,
S8040,P027_03,P028_07,43,,
S8041,P027_04,P021_05,59,,
S8042,P027_05,P032_07,90,,
S8043,P027_06,P048_06,75,,
S8044,P027_07,P013_05,97,,
S8045,P027_08,P012_05,66,,
S8046,P028_01,P041_01,52,,
S8047,P028_02,P021_05,49,,
S8048,P028_03,P023_06,66,,
S8049,P028_04,P035_06,53,,
S8050,P028_05,P017_02,92,,
S8051,P028_06,P008_02,51,,
S8052,P028_07,P018_05,70,,
S8053,P029_01,P033_01,46,,
S8054,P029_02,P041_02,95,,
S8055,P029_03,P038_01,87,,
S8056,P029_04,P017_02,56,,
S8057,P029_05,P015_06,71,,
S8058,P029_06,P022_04,57,,
S8059,P029_07,P045_05,52,,
S8060,P029_08,P023_03,64,,
S8061,P030_01,P027_03,77,,
S8062,P030_02,P005_03,81,,
S8063,P030_03,P006_07,73,,
S8064,P030_04,P024_02,84,,
S8065,P030_05,P020_02,57,,
S8066,P031_01,P049_02,41,P037_03,32
S8067,P031_02,P004_05,77,,
S8068,P031_03,P008_03,55,,
S8069,P031_04,P032_05,81,,
S8070,P031_05,P049_01,95,,
S8071,P031_06,P022_08,49,,
S8072,P032_01,P038_03,72,,
S8073,P032_02,P035_06,79,,
S8074,P032_03,P047_06,80,,
S8075,P032_04,P041_03,94,,
S8076,P032_05,P042_03,56,,
S8077,P032_06,P034_06,72,,
S8078,P032_07,P008_06,68,,
S8079,P033_01,P014_05,94,,
S8080,P033_02,P040_01,45,,
S8081,P033_03,P001_05,99,,
S8082,P033_04,P003_03,46,,
S8083,P033_05,P018_05,63,,
S8084,P033_06,P025_06,74,,
S8085,P033_07,P006_04,56,,
S8086,P033_08,P024_02,42,P039_06,35
S8087,P034_01,P024_07,43,,
S8088,P034_02,P015_06,40,P043_02,17
S8089,P034_03,P028_02,91,,
S8090,P034_04,P046_07,43,,
S8091,P034_05,P044_04,56,,
S8092,P034_06,P030_02,92,,
S8093,P035_01,P012_05,42,P008_05,31
S8094,P035_02,P007_05,100,,
S8095,P035_03,P049_06,46,,
S8096,P035_04,P040_03,86,,
S8097,P035_05,P008_01,45,,
S8098,P035_06,P048_07,89,,
S8099,P036_01,P041_08,64,,
S8100,P036_02,P017_03,92,,
S8101,P036_03,P014_02,54,,
S8102,P036_04,P041_01,72,,
S8103,P036_05,P037_05,88,,
S8104,P036_06,P040_06,70,,
S8105,P036_07,P017_04,77,,
S8106,P036_08,P022_07,81,,
S8107,P037_01,P047_02,86,,
S8108,P037_02,P006_02,78,,
S8109,P037_03,P024_03,90,,
S8110,P037_04,P024_06,40,P039_05,25
S8111,P037_05,P015_06,92,,
S8112,P038_01,P018_02,72,,
S8113,P038_02,P004_07,53,,
S8114,P038_03,P043_08,63,,
S8115,P038_04,P030_05,55,,
S8116,P038_05,P018_08,45,,
S8117,P038_06,P019_04,67,,
S8118,P038_07,P031_02,55,,
S8119,P038_08,P024_03,46,,
S8120,P039_01,P031_05,75,,
S8121,P039_02,P036_07,96,,
S8122,P039_03,P031_02,88,,
S8123,P039_04,P029_07,47,,
S8124,P039_05,P029_01,90,,
S8125,P039_06,P028_06,67,,
S8126,P040_01,P044_03,51,,
S8127,P040_02,P033_02,74,,
S8128,P040_03,P018_02,84,,
S8129,P040_04,P002_04,54,,
S8130,P040_05,P015_02,60,,
S8131,P040_06,P013_04,90,,
S8132,P041_01,P043_04,90,,
S8133,P041_02,P044_08,83,,
S8134,P041_03,P033_04,95,,
S8135,P041_04,P027_07,90,,
S8136,P041_05,P003_01,55,,
